1.637999877929687500e+03,2.905874755859375000e+03
1.637999877929687500e+03,3.055499755859375000e+03
1.637999877929687500e+03,2.953124755859375000e+03
1.141874877929687500e+03,2.953124755859375000e+03
1.063124877929687500e+03,2.882249755859375000e+03
1.393874877929687500e+03,7.638749389648437500e+02
1.637999877929687500e+03,3.000374755859375000e+03
1.055250000000000000e+03,2.929499755859375000e+03
1.322999877929687500e+03,9.134999389648437500e+02
1.724624877929687500e+03,2.953124755859375000e+03
1.307249877929687500e+03,6.378749389648437500e+02
2.551499755859375000e+03,1.070999877929687500e+03
2.606624755859375000e+03,1.315124877929687500e+03
1.346624877929687500e+03,1.063124877929687500e+03
1.070999877929687500e+03,2.834999755859375000e+03
2.512124755859375000e+03,1.378124877929687500e+03
1.118249877929687500e+03,2.850749755859375000e+03
1.338749877929687500e+03,7.717499389648437500e+02
2.543624755859375000e+03,9.607499389648437500e+02
2.480624755859375000e+03,1.244249877929687500e+03
2.598749755859375000e+03,8.426249389648437500e+02
3.228749694824218750e+02,2.543624755859375000e+03
1.590749877929687500e+03,2.921624755859375000e+03
1.078874877929687500e+03,2.984624755859375000e+03
1.417499877929687500e+03,9.922499389648437500e+02
1.181249877929687500e+03,2.614499755859375000e+03
1.259999877929687500e+03,2.708999755859375000e+03
1.283624877929687500e+03,7.953749389648437500e+02
2.606624755859375000e+03,1.063124877929687500e+03
9.607499389648437500e+02,1.189124877929687500e+03
2.496374755859375000e+03,1.023749938964843750e+03
1.433249877929687500e+03,2.795624755859375000e+03
1.236374877929687500e+03,7.559999389648437500e+02
2.598749755859375000e+03,9.528749389648437500e+02
1.346624877929687500e+03,9.843749389648437500e+02
1.669499877929687500e+03,2.834999755859375000e+03
1.637999877929687500e+03,7.166249389648437500e+02
1.133999877929687500e+03,2.787749755859375000e+03
1.441124877929687500e+03,1.409624877929687500e+03
2.126249755859375000e+03,2.330999755859375000e+03
2.354624755859375000e+03,2.519999847412109375e+02
1.425374877929687500e+03,2.953124755859375000e+03
2.622374755859375000e+03,1.149749877929687500e+03
1.393874877929687500e+03,2.590874755859375000e+03
2.496374755859375000e+03,1.078874877929687500e+03
5.118749694824218750e+02,2.472749755859375000e+03
2.575124755859375000e+03,6.142499389648437500e+02
1.551374877929687500e+03,7.244999389648437500e+02
2.535749755859375000e+03,1.244249877929687500e+03
1.196999877929687500e+03,3.094874755859375000e+03
1.291499877929687500e+03,2.732624755859375000e+03
1.409624877929687500e+03,2.260124755859375000e+03
2.614499755859375000e+03,4.646249694824218750e+02
1.362374877929687500e+03,8.111249389648437500e+02
1.283624877929687500e+03,7.166249389648437500e+02
1.346624877929687500e+03,1.590749877929687500e+03
1.189124877929687500e+03,8.111249389648437500e+02
1.606499877929687500e+03,1.047375000000000000e+03
1.401749877929687500e+03,2.488499755859375000e+03
2.559374755859375000e+03,1.173374877929687500e+03
1.685249877929687500e+03,2.913749755859375000e+03
2.409749755859375000e+03,1.283624877929687500e+03
9.528749389648437500e+02,2.252249755859375000e+03
1.157624877929687500e+03,1.590749877929687500e+03
1.307249877929687500e+03,8.504999389648437500e+02
1.204874877929687500e+03,1.897874877929687500e+03
1.433249877929687500e+03,7.559999389648437500e+02
1.354499877929687500e+03,1.653749877929687500e+03
1.157624877929687500e+03,8.189999389648437500e+02
